name,product url,price,name,imgUrl,company
Rx QueenAllDay/Everyday Eye Liner,https://www.meltcosmetics.com/collections/pencils/products/rx-queen,$17.00,Rx QueenAllDay/Everyday Eye Liner,cdn.shopify.com/s/files/1/0224/6859/products/HotBoxLinersCLOSEUP_RxQueen_grande.jpg,meltcosmetics
StargazerDigital Dust Highlight,https://www.meltcosmetics.com/collections/highlight/products/stargazer,$39.00,StargazerDigital Dust Highlight,cdn.shopify.com/s/files/1/0224/6859/products/StarGazer-WEB_1024x683_Rev_grande.jpg,meltcosmetics
Gold OreDigital Dust Highlight,https://www.meltcosmetics.com/collections/highlight/products/gold-ore,$39.00,Gold OreDigital Dust Highlight,cdn.shopify.com/s/files/1/0224/6859/products/GoldOre-WEB_1024x683_Rev_grande.jpg,meltcosmetics
NovaDigital Dust Highlight/Bronzer,https://www.meltcosmetics.com/collections/highlight/products/nova,$39.00,NovaDigital Dust Highlight/Bronzer,cdn.shopify.com/s/files/1/0224/6859/products/Nova-WEB_1024x683_Rev_grande.jpg,meltcosmetics
She's in Parties Stack,https://www.meltcosmetics.com/collections/stacks/products/shes-in-parties-stack,$48.00,She's in Parties Stack,cdn.shopify.com/s/files/1/0224/6859/products/ShesInPartiesStack_WebImage_grande.jpg,meltcosmetics
Haze Stack,https://www.meltcosmetics.com/collections/stacks/products/haze-stack,$48.00,Haze Stack,cdn.shopify.com/s/files/1/0224/6859/products/MELT_WebProductThumbnail_Haze_grande.jpg,meltcosmetics
Gun Metal Stack,https://www.meltcosmetics.com/collections/stacks/products/gun-metal-stack,$48.00,Gun Metal Stack,cdn.shopify.com/s/files/1/0224/6859/products/GunMetalStack_ProductShot_NEW_grande.jpg,meltcosmetics
Rust Stack,https://www.meltcosmetics.com/collections/stacks/products/rust,$58.00,Rust Stack,cdn.shopify.com/s/files/1/0224/6859/products/MELT_WebProductThumbnail_Rust_grande.jpg,meltcosmetics
Love Sick Stack,https://www.meltcosmetics.com/collections/stacks/products/love-sick,$48.00,Love Sick Stack,cdn.shopify.com/s/files/1/0224/6859/products/MELT_WebProductThumbnails_LoveSick_grande.jpg,meltcosmetics
Dark Matter Stack,https://www.meltcosmetics.com/collections/stacks/products/dark-matter,$48.00,Dark Matter Stack,cdn.shopify.com/s/files/1/0224/6859/products/MELT_WebProductShot_DarkMatter_grande.jpg,meltcosmetics
Radioactive Stack,https://www.meltcosmetics.com/collections/stacks/products/radioactive,$48.00,Radioactive Stack,cdn.shopify.com/s/files/1/0224/6859/products/MELT_WebProductThumbnails_Radioactive_grande.jpg,meltcosmetics
Classic,https://www.meltcosmetics.com/collections/stacks/products/classic,$17.00,Classic,cdn.shopify.com/s/files/1/0224/6859/products/RustStackSingle_Classic_grande.jpg,meltcosmetics
Antique,https://www.meltcosmetics.com/collections/stacks/products/antique,$17.00,Antique,cdn.shopify.com/s/files/1/0224/6859/products/RustStackSingle_Antique_grande.jpg,meltcosmetics
Rubbish,https://www.meltcosmetics.com/collections/stacks/products/rubbish,$17.00,Rubbish,cdn.shopify.com/s/files/1/0224/6859/products/RustStackSingle_Rubbish_grande.jpg,meltcosmetics
Rust,https://www.meltcosmetics.com/collections/stacks/products/rust-1,$17.00,Rust,cdn.shopify.com/s/files/1/0224/6859/products/RustStackSingle_Rust_grande.jpg,meltcosmetics
Rott,https://www.meltcosmetics.com/collections/stacks/products/rott,$17.00,Rott,cdn.shopify.com/s/files/1/0224/6859/products/RustStackSingle_Rott_grande.jpg,meltcosmetics
Blurr,https://www.meltcosmetics.com/collections/stacks/products/blurr,$17.00,Blurr,cdn.shopify.com/s/files/1/0224/6859/products/Blurrsingle_grande.jpg,meltcosmetics
Unseen,https://www.meltcosmetics.com/collections/stacks/products/unseen,$17.00,Unseen,cdn.shopify.com/s/files/1/0224/6859/products/Unseensingle_grande.jpg,meltcosmetics
Enigma,https://www.meltcosmetics.com/collections/stacks/products/enigma,$17.00,Enigma,cdn.shopify.com/s/files/1/0224/6859/products/Enigmasingle_grande.jpg,meltcosmetics
Dark Matter,https://www.meltcosmetics.com/collections/stacks/products/dark-matter-1,$17.00,Dark Matter,cdn.shopify.com/s/files/1/0224/6859/products/DarkMattersingle_grande.jpg,meltcosmetics
Love Sick,https://www.meltcosmetics.com/collections/stacks/products/love-sick-1,$17.00,Love Sick,cdn.shopify.com/s/files/1/0224/6859/products/Lovesick_single_grande.jpg,meltcosmetics
Fixated,https://www.meltcosmetics.com/collections/stacks/products/fixated,$17.00,Fixated,cdn.shopify.com/s/files/1/0224/6859/products/Fixated_single_grande.jpg,meltcosmetics
Assimilate,https://www.meltcosmetics.com/collections/stacks/products/assimilate,$17.00,Assimilate,cdn.shopify.com/s/files/1/0224/6859/products/GunMetalSingle_Assimilate_grande.jpg,meltcosmetics
Neon,https://www.meltcosmetics.com/collections/stacks/products/neon,$17.00,Neon,cdn.shopify.com/s/files/1/0224/6859/products/Neonsingle_grande.jpg,meltcosmetics
Xenon,https://www.meltcosmetics.com/collections/stacks/products/xenon,$17.00,Xenon,cdn.shopify.com/s/files/1/0224/6859/products/Xenonsingle_grande.jpg,meltcosmetics
Amelie,https://www.meltcosmetics.com/collections/stacks/products/amelie,$17.00,Amelie,cdn.shopify.com/s/files/1/0224/6859/products/Amelie_single_3e4ae7ef-db2d-4261-a2d7-29a7b4ab6879_grande.jpg,meltcosmetics
Promiscuous,https://www.meltcosmetics.com/collections/stacks/products/promiscuous,$17.00,Promiscuous,cdn.shopify.com/s/files/1/0224/6859/products/Promiscuous_single_grande.jpg,meltcosmetics
Harsh Stone White,https://www.meltcosmetics.com/collections/stacks/products/harsh-stone-white,$17.00,Harsh Stone White,cdn.shopify.com/s/files/1/0224/6859/products/GunMetalSingle_HarshStoneWhite_grande.jpg,meltcosmetics
Industrial,https://www.meltcosmetics.com/collections/stacks/products/industrial,$17.00,Industrial,cdn.shopify.com/s/files/1/0224/6859/products/GunMetalSingle_Industrial_grande.jpg,meltcosmetics
Gun Metal,https://www.meltcosmetics.com/collections/stacks/products/gun-metal,$17.00,Gun Metal,cdn.shopify.com/s/files/1/0224/6859/products/GunMetalSingle_GunMetal_grande.jpg,meltcosmetics
Radon,https://www.meltcosmetics.com/collections/stacks/products/radon,$17.00,Radon,cdn.shopify.com/s/files/1/0224/6859/products/Radonsingle_grande.jpg,meltcosmetics
Radioactive,https://www.meltcosmetics.com/collections/stacks/products/radioactive-1,$17.00,Radioactive,cdn.shopify.com/s/files/1/0224/6859/products/Radioactivesingle_grande.jpg,meltcosmetics
Stack Mirror,https://www.meltcosmetics.com/collections/stacks/products/mirror,$3.00,Stack Mirror,cdn.shopify.com/s/files/1/0224/6859/products/MELT_StackMirrorTOP_MIRROR_grande.jpg,meltcosmetics
Melt Pro Pencil Book,https://www.meltcosmetics.com/collections/accessories/products/melt-pro-pencil-book,$45.00,Melt Pro Pencil Book,cdn.shopify.com/s/files/1/0224/6859/products/LinerBookOpen_WebImage_grande.jpg,meltcosmetics
Mellon Collie Pin,https://www.meltcosmetics.com/collections/accessories/products/mellon-collie-pin,$5.00,Mellon Collie Pin,cdn.shopify.com/s/files/1/0224/6859/products/MellonColliePin_Web_grande.jpg,meltcosmetics
Melt Stack Pro Palette,https://www.meltcosmetics.com/collections/accessories/products/melt-stack-pro-palette,$15.00,Melt Stack Pro Palette,cdn.shopify.com/s/files/1/0224/6859/products/StackTinProPalette_WebImage1_grande.jpg,meltcosmetics
Death Cherry Pin,https://www.meltcosmetics.com/collections/accessories/products/death-cherry-pin,$5.00,Death Cherry Pin,cdn.shopify.com/s/files/1/0224/6859/products/DeathCherryPin_WebImage_grande.jpg,meltcosmetics
Melt Pouch,https://www.meltcosmetics.com/collections/accessories/products/melt-pouch,$10.00,Melt Pouch,cdn.shopify.com/s/files/1/0224/6859/products/HotBox_Baggie_Teal_grande.jpg,meltcosmetics
Stack Mirror,https://www.meltcosmetics.com/collections/accessories/products/mirror,$3.00,Stack Mirror,cdn.shopify.com/s/files/1/0224/6859/products/MELT_StackMirrorTOP_MIRROR_grande.jpg,meltcosmetics
